fecha	param	LR1	LR2	LR3	LT
2022-09-28	B11	0.2929	0.3005	0.302	0.2495
2022-09-28	B12	0.2799	0.2871	0.2892	0.2312
2022-10-03	B01	0.1317	0.1389	0.1337	0.1407
2022-10-03	B02	0.1437	0.145	0.1466	0.1538
2022-10-03	B03	0.2188	0.221	0.2138	0.1822
2022-10-03	B04	0.176	0.1794	0.1768	0.1814
2022-10-03	B05	0.2176	0.2229	0.2172	0.1709
2022-10-03	B06	0.1547	0.1572	0.1609	0.1343
2022-10-03	B07	0.1586	0.1575	0.1594	0.1346
2022-10-03	B08	0.1496	0.1535	0.1602	0.133
2022-10-03	B8A	0.1372	0.1425	0.1414	0.1292
2022-10-03	B11	0.1205	0.1273	0.1294	0.1266
2022-10-03	B12	0.1154	0.121	0.1194	0.1192
2022-10-08	B01	0.1349	0.1393	0.1398	0.1364
2022-10-08	B02	0.1498	0.1502	0.1513	0.1488
2022-10-08	B03	0.2238	0.2256	0.2154	0.171
2022-10-08	B04	0.1728	0.173	0.1684	0.1788
2022-10-08	B05	0.2171	0.22	0.2098	0.171
2022-10-08	B06	0.1612	0.1632	0.1654	0.1341
2022-10-08	B07	0.1713	0.1694	0.1709	0.1365
2022-10-08	B08	0.1596	0.1622	0.166	0.1313
2022-10-08	B8A	0.1443	0.1503	0.1491	0.1296
2022-10-08	B11	0.125	0.1367	0.1303	0.1228
2022-10-08	B12	0.1152	0.1227	0.1233	0.1153
2022-10-13	B01	0.1349	0.1393	0.1398	0.1364
2022-10-13	B02	0.1498	0.1502	0.1513	0.1488
2022-10-13	B03	0.2238	0.2256	0.2154	0.171
2022-10-13	B04	0.1728	0.173	0.1684	0.1788
2022-10-13	B05	0.2171	0.22	0.2098	0.171
2022-10-13	B06	0.1612	0.1632	0.1654	0.1341
2022-10-13	B07	0.1713	0.1694	0.1709	0.1365
2022-10-13	B08	0.1596	0.1622	0.166	0.1313
2022-10-13	B8A	0.1443	0.1503	0.1491	0.1296
2022-10-13	B11	0.125	0.1367	0.1303	0.1228
2022-10-13	B12	0.1152	0.1227	0.1233	0.1153
2022-10-18	B01	0.1368	0.1401	0.1408	0.1448
2022-10-18	B02	0.1424	0.1437	0.143	0.1505
2022-10-18	B03	0.2104	0.2124	0.2096	0.1805
2022-10-18	B04	0.1715	0.1712	0.1718	0.1938
2022-10-18	B05	0.2026	0.208	0.2054	0.1904
2022-10-18	B06	0.1503	0.1512	0.1578	0.1449
2022-10-18	B07	0.1569	0.1582	0.1624	0.1436
2022-10-18	B08	0.1494	0.151	0.1554	0.1405
2022-10-18	B8A	0.1304	0.1389	0.1443	0.136
2022-10-18	B11	0.1211	0.1274	0.1239	0.1209
2022-10-18	B12	0.1156	0.1202	0.1178	0.1145
2022-10-23	B01	0.1423	0.1492	0.1498	0.1465
2022-10-23	B02	0.156	0.1545	0.1496	0.153
2022-10-23	B03	0.2254	0.222	0.2172	0.1752
2022-10-23	B04	0.1841	0.1788	0.1768	0.1827
2022-10-23	B05	0.2113	0.2038	0.2054	0.1818
2022-10-23	B06	0.1633	0.1508	0.1515	0.1426
2022-10-23	B07	0.1649	0.1623	0.1598	0.1476
2022-10-23	B08	0.151	0.1514	0.151	0.134
2022-10-23	B8A	0.1492	0.1355	0.1419	0.1309
2022-10-23	B11	0.1339	0.1298	0.1307	0.1219
2022-10-23	B12	0.1242	0.1245	0.1184	0.1176
